Mã trường,Trường đào tạo,Ngành,Nhóm ngành,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú,Loại điểm
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Trí tuệ nhân tạo,Công nghệ thông tin - Tin học,7510302V,Công nghệ kỹ thuật điện tử; viễn thông (đào tạo bằng tiếng Việt),A01,25.15,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Trí tuệ nhân tạo,Công nghệ thông tin - Tin học,7510302V,Công nghệ kỹ thuật điện tử; viễn thông (đào tạo bằng tiếng Việt),D01,25.15,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Trí tuệ nhân tạo,Công nghệ thông tin - Tin học,7510302V,Công nghệ kỹ thuật điện tử; viễn thông (đào tạo bằng tiếng Việt),D90,25.15,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303A,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Anh),A00,25.35,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303A,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Anh),A01,25.35,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303A,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Anh),D01,25.35,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303A,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Anh),D90,25.35,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303V,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt),A00,26.14,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303V,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt),A01,26.14,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303V,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt),D01,26.14,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật điều khiển và tự động hóa,Điện lạnh - Điện tử - Điện - Tự động hóa,7510303V,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt),D90,26.14,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật hoá học,Công nghệ sinh - Hóa,7510401V,Công nghệ kỹ thuật hóa học (đào tạo bằng tiếng Việt),A00,24.9,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật hoá học,Công nghệ sinh - Hóa,7510401V,Công nghệ kỹ thuật hóa học (đào tạo bằng tiếng Việt),B00,24.9,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật hoá học,Công nghệ sinh - Hóa,7510401V,Công nghệ kỹ thuật hóa học (đào tạo bằng tiếng Việt),D07,24.9,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kỹ thuật hoá học,Công nghệ sinh - Hóa,7510401V,Công nghệ kỹ thuật hóa học (đào tạo bằng tiếng Việt),D90,24.9,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ vật liệu,Công nghệ vật liệu,7510402V,Công nghệ vật liệu (đào tạo bằng tiếng Việt),A00,23.33,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ vật liệu,Công nghệ vật liệu,7510402V,Công nghệ vật liệu (đào tạo bằng tiếng Việt),A01,23.33,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ vật liệu,Công nghệ vật liệu,7510402V,Công nghệ vật liệu (đào tạo bằng tiếng Việt),D07,23.33,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ vật liệu,Công nghệ vật liệu,7510402V,Công nghệ vật liệu (đào tạo bằng tiếng Việt),D90,23.33,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kĩ thuật môi trường,Tài nguyên - Môi trường,7510406V,Công nghệ kỹ thuật môi trường (đào tạo bằng tiếng Việt),A00,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kĩ thuật môi trường,Tài nguyên - Môi trường,7510406V,Công nghệ kỹ thuật môi trường (đào tạo bằng tiếng Việt),B00,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kĩ thuật môi trường,Tài nguyên - Môi trường,7510406V,Công nghệ kỹ thuật môi trường (đào tạo bằng tiếng Việt),D07,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ kĩ thuật môi trường,Tài nguyên - Môi trường,7510406V,Công nghệ kỹ thuật môi trường (đào tạo bằng tiếng Việt),D90,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601A,Quản lý công nghiệp (đào tạo bằng tiếng Anh),A00,23.05,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601A,Quản lý công nghiệp (đào tạo bằng tiếng Anh),A01,23.05,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601A,Quản lý công nghiệp (đào tạo bằng tiếng Anh),D01,23.05,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601A,Quản lý công nghiệp (đào tạo bằng tiếng Anh),D90,23.05,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601V,Quản lý công nghiệp (đào tạo bằng tiếng Việt),A00,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601V,Quản lý công nghiệp (đào tạo bằng tiếng Việt),A01,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601V,Quản lý công nghiệp (đào tạo bằng tiếng Việt),D01,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,"Quản lý, quản trị",Kinh tế - Quản trị kinh doanh - Thương Mại,7510601V,Quản lý công nghiệp (đào tạo bằng tiếng Việt),D90,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Logistics và chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,7510605V,Logistics và quản lý chuỗi cung ứng (đào tạo bằng tiếng Việt),A00,25.21,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Logistics và chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,7510605V,Logistics và quản lý chuỗi cung ứng (đào tạo bằng tiếng Việt),A01,25.21,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Logistics và chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,7510605V,Logistics và quản lý chuỗi cung ứng (đào tạo bằng tiếng Việt),D01,25.21,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Logistics và chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,7510605V,Logistics và quản lý chuỗi cung ứng (đào tạo bằng tiếng Việt),D90,25.21,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7510801V,Công nghệ kỹ thuật in (đào tạo bằng tiếng Việt),A00,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7510801V,Công nghệ kỹ thuật in (đào tạo bằng tiếng Việt),A01,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7510801V,Công nghệ kỹ thuật in (đào tạo bằng tiếng Việt),D01,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7510801V,Công nghệ kỹ thuật in (đào tạo bằng tiếng Việt),D90,22.0,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật công nghiệp,Ô tô - Cơ khí - Chế tạo,7520117V,Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt),A00,23.88,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật công nghiệp,Ô tô - Cơ khí - Chế tạo,7520117V,Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt),A01,23.88,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật công nghiệp,Ô tô - Cơ khí - Chế tạo,7520117V,Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt),D01,23.88,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật công nghiệp,Ô tô - Cơ khí - Chế tạo,7520117V,Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt),D90,23.88,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật Y Sinh,Công nghệ sinh - Hóa,7520212V,Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt),A00,24.15,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật Y Sinh,Công nghệ sinh - Hóa,7520212V,Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt),A01,24.15,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật Y Sinh,Công nghệ sinh - Hóa,7520212V,Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt),D01,24.15,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật Y Sinh,Công nghệ sinh - Hóa,7520212V,Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt),D90,24.15,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101A,Công nghệ thực phẩm (đào tạo bằng tiếng Anh),A00,22.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101A,Công nghệ thực phẩm (đào tạo bằng tiếng Anh),B00,22.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101A,Công nghệ thực phẩm (đào tạo bằng tiếng Anh),D07,22.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101A,Công nghệ thực phẩm (đào tạo bằng tiếng Anh),D90,22.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101V,Công nghệ thực phẩm (đào tạo bằng tiếng Việt),A00,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101V,Công nghệ thực phẩm (đào tạo bằng tiếng Việt),B00,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101V,Công nghệ thực phẩm (đào tạo bằng tiếng Việt),D07,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ thông tin,Công nghệ thông tin - Tin học,7540101V,Công nghệ thực phẩm (đào tạo bằng tiếng Việt),D90,24.2,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ may,Thời trang - May mặc,7540209V,Công nghệ may (đào tạo bằng tiếng Việt),A00,21.41,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ may,Thời trang - May mặc,7540209V,Công nghệ may (đào tạo bằng tiếng Việt),A01,21.41,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ may,Thời trang - May mặc,7540209V,Công nghệ may (đào tạo bằng tiếng Việt),D01,21.41,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Công nghệ may,Thời trang - May mặc,7540209V,Công nghệ may (đào tạo bằng tiếng Việt),D90,21.41,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ nghệ gỗ và nội thất,Thủy sản - Lâm Nghiệp - Nông nghiệp,7549002V,Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt),A00,20.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ nghệ gỗ và nội thất,Thủy sản - Lâm Nghiệp - Nông nghiệp,7549002V,Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt),A01,20.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ nghệ gỗ và nội thất,Thủy sản - Lâm Nghiệp - Nông nghiệp,7549002V,Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt),D01,20.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ nghệ gỗ và nội thất,Thủy sản - Lâm Nghiệp - Nông nghiệp,7549002V,Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt),D90,20.5,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc,Xây dựng - Kiến trúc - Giao thông,7580101V,Kiến trúc (đào tạo bằng tiếng Việt),V03,22.97,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc,Xây dựng - Kiến trúc - Giao thông,7580101V,Kiến trúc (đào tạo bằng tiếng Việt),V04,22.97,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc,Xây dựng - Kiến trúc - Giao thông,7580101V,Kiến trúc (đào tạo bằng tiếng Việt),V05,22.97,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc,Xây dựng - Kiến trúc - Giao thông,7580101V,Kiến trúc (đào tạo bằng tiếng Việt),V06,22.97,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc nội thất,Xây dựng - Kiến trúc - Giao thông,7580103V,Kiến trúc nội thất (đào tạo bằng tiếng Việt),V03,22.77,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc nội thất,Xây dựng - Kiến trúc - Giao thông,7580103V,Kiến trúc nội thất (đào tạo bằng tiếng Việt),V04,22.77,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc nội thất,Xây dựng - Kiến trúc - Giao thông,7580103V,Kiến trúc nội thất (đào tạo bằng tiếng Việt),V05,22.77,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kiến trúc nội thất,Xây dựng - Kiến trúc - Giao thông,7580103V,Kiến trúc nội thất (đào tạo bằng tiếng Việt),V06,22.77,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật xây dựng công trình giao thông,Xây dựng - Kiến trúc - Giao thông,7580205V,Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt),A00,21.55,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật xây dựng công trình giao thông,Xây dựng - Kiến trúc - Giao thông,7580205V,Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt),A01,21.55,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật xây dựng công trình giao thông,Xây dựng - Kiến trúc - Giao thông,7580205V,Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt),D01,21.55,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Kỹ thuật xây dựng công trình giao thông,Xây dựng - Kiến trúc - Giao thông,7580205V,Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt),D90,21.55,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7580302V,Quản lý xây dựng (đào tạo bằng tiếng Việt),A00,22.17,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7580302V,Quản lý xây dựng (đào tạo bằng tiếng Việt),A01,22.17,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7580302V,Quản lý xây dựng (đào tạo bằng tiếng Việt),D01,22.17,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7580302V,Quản lý xây dựng (đào tạo bằng tiếng Việt),D90,22.17,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản trị nhà hàng và dịch vụ ăn uống,Du lịch-Khách sạn,7810202V,Quản trị nhà hàng và dịch vụ ăn uống (đào tạo bằng tiếng Việt),A00,23.27,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản trị nhà hàng và dịch vụ ăn uống,Du lịch-Khách sạn,7810202V,Quản trị nhà hàng và dịch vụ ăn uống (đào tạo bằng tiếng Việt),A01,23.27,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản trị nhà hàng và dịch vụ ăn uống,Du lịch-Khách sạn,7810202V,Quản trị nhà hàng và dịch vụ ăn uống (đào tạo bằng tiếng Việt),D01,23.27,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản trị nhà hàng và dịch vụ ăn uống,Du lịch-Khách sạn,7810202V,Quản trị nhà hàng và dịch vụ ăn uống (đào tạo bằng tiếng Việt),D07,23.27,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7840110V,Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt),A00,21.22,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7840110V,Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt),A01,21.22,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7840110V,Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt),D01,21.22,,THPTQG
SPK,Trường Đại Học Sư Phạm Kỹ Thuật TPHCM,Quản lý xây dựng,Xây dựng - Kiến trúc - Giao thông,7840110V,Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt),D90,21.22,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Xây dựng Đảng & CQNN,Công an - Quân đội,7310202,Xây dựng Đảng và Chính quyền Nhà nước,C00,21.5,CS TPHCM,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Xây dựng Đảng & CQNN,Công an - Quân đội,7310202,Xây dựng Đảng và Chính quyền Nhà nước,C20,21.5,CS TPHCM,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Xây dựng Đảng & CQNN,Công an - Quân đội,7310202,Xây dựng Đảng và Chính quyền Nhà nước,D01,21.5,CS TPHCM,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Xây dựng Đảng & CQNN,Công an - Quân đội,7310202,Xây dựng Đảng và Chính quyền Nhà nước,A09,21.5,CS TPHCM,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7310205,Quản lý Nhà nước,C00,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7310205,Quản lý Nhà nước,C20,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7310205,Quản lý Nhà nước,D01,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Quản lý công, nhà nước",Văn hóa - Chính trị - Khoa học Xã hội,7310205,Quản lý Nhà nước,A09,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quốc tế học,Du lịch-Khách sạn,7310401,Tâm lý học,C00,26.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quốc tế học,Du lịch-Khách sạn,7310401,Tâm lý học,C20,26.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quốc tế học,Du lịch-Khách sạn,7310401,Tâm lý học,D01,26.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quốc tế học,Du lịch-Khách sạn,7310401,Tâm lý học,A09,26.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ Công chúng,C00,27.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ Công chúng,C20,27.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ Công chúng,D01,27.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Quan hệ công chúng,Báo chí - Marketing - Quảng cáo - PR,7320108,Quan hệ Công chúng,D15,27.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Luật,Công an - Quân đội,7380101,Luật,C00,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Luật,Công an - Quân đội,7380101,Luật,C20,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Luật,Công an - Quân đội,7380101,Luật,A00,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,Luật,Công an - Quân đội,7380101,Luật,A09,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760101,Công tác Xã hội,C00,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760101,Công tác Xã hội,C20,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760101,Công tác Xã hội,D01,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760101,Công tác Xã hội,A09,25.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760102,Công tác Thanh thiếu niên,C00,24.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760102,Công tác Thanh thiếu niên,C20,24.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760102,Công tác Thanh thiếu niên,D01,24.5,,THPTQG
HTN,Học Viện Thanh Thiếu Niên Việt Nam,"Công tác xã hội, thanh thiếu niên",Văn hóa - Chính trị - Khoa học Xã hội,7760102,Công tác Thanh thiếu niên,A09,24.5,,THPTQG
YQH,Học Viện Quân Y - Hệ Quân sự,Y khoa,Y - Dược,7720101,Bác sĩ đa khoa,A00,26.13,"TS nam, miền Bắc; Tiêu chí phụ 1: Toán >= 8.6; Tiêu chí phụ 2: Hóa >= 8.5",THPTQG
YQH,Học Viện Quân Y - Hệ Quân sự,Y khoa,Y - Dược,7720101,Bác sĩ đa khoa,B00,26.13,"TS nam, miền Bắc; Tiêu chí phụ 1: Toán >= 8.6; Tiêu chí phụ 2: Hóa >= 8.5",THPTQG
YQH,Học Viện Quân Y - Hệ Quân sự,Y học dự phòng,Y - Dược,7720110,Y học dự phòng,B00,24.35,"TS nam, miền Bắc",THPTQG
YQH,Học Viện Quân Y - Hệ Quân sự,Dược học,Y - Dược,7720201,Dược học,A00,26.26,"TS nữ, miền Nam",THPTQG
QSK,Trường Đại học Kinh Tế Luật TPHCM,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_401,Kinh tế (Chuyên ngành Kinh tế học),A00,25.89,,THPTQG
QSK,Trường Đại học Kinh Tế Luật TPHCM,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_401,Kinh tế (Chuyên ngành Kinh tế học),A01,25.89,,THPTQG
QSK,Trường Đại học Kinh Tế Luật TPHCM,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_401,Kinh tế (Chuyên ngành Kinh tế học),D01,25.89,,THPTQG
QSK,Trường Đại học Kinh Tế Luật TPHCM,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_401,Kinh tế (Chuyên ngành Kinh tế học),D07,25.89,,THPTQG
QSK,Trường Đại học Kinh Tế Luật TPHCM,Kinh tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7310101_403,Kinh tế (Chuyên ngành Kinh tế và Quản lý công),A00,25.64,,THPTQG
